99.8398	262.91	336.055	303.487	374.119	326.614	242.849	72.6272
94.2133	257.483	335.267	312.58	348.721	325.683	257.335	85.5853
90.2685	259.969	347.102	317.258	257.744	300.545	310.835	204.595
97.3259	274.275	340.328	307.444	217.926	278.898	324.827	264.746
86.6466	270.944	334.634	334.306	144.855	227.982	350.988	371.773
127.53	282.699	327.013	256.509	370.491	329.748	235.144	70.1223
121.985	281.713	337.519	275.065	325.544	321.756	274.819	129.215
120.596	292.466	330.535	264.726	250.255	290.831	308.435	220.27
112.902	287.967	315.274	245.506	198.836	258.256	316.3	266.264
90.4559	294.632	328.02	277.742	141.21	217.86	340.803	373.777
199.689	317.083	291.624	162.243	382.201	326.958	217.502	53.6333
199.641	318.195	286.314	161.113	336.309	320.633	248.734	90.9006
185.691	322.01	284.389	164.612	258.788	288.067	291.35	190.937
170.722	341.517	293.6	172.23	179.286	260.478	345.968	312.045
137.185	340.444	296.881	168.655	146.456	220.564	342.594	363.355
246.658	327.603	267.107	121.846	364.306	321.425	231.524	65.4655
245.825	329.981	258.526	122.152	320.288	311.398	257.519	103.096
217.133	333.561	255.49	113.801	242.855	276.277	292.556	197.768
203.183	347.224	268.116	136.642	189.555	270.189	338.012	288.228
178.193	359.337	275.209	129.387	154.5	232.901	355.642	361.154
311.629	333.034	228.535	93.086	357.032	328.247	242.055	69
303.618	331.448	228.224	94.843	316.441	325.251	268.921	77.4153
265.212	320.71	213.923	93.756	229.093	279.256	300.307	177.595
243.437	339.955	219.623	100.725	171.818	267.872	342.735	273.563
207.358	349.047	220.046	99.113	141.87	230.944	352.07	357.132
